id_funcionario;ano_mes;ativo_no_mes;uf;unidade;area;cargo;regime;turno;escala;dias_uteis_mes;base_horas_mes
FUNC0005;2025-03;1;CE;Filial Oeste;Atendimento;Analista;CLT;Diurno;5x2;22;175
FUNC0005;2025-04;1;CE;Filial Oeste;Atendimento;Analista;CLT;Diurno;5x2;21;162
FUNC0005;2025-05;1;CE;Filial Oeste;Atendimento;Analista;CLT;Diurno;5x2;19;151
FUNC0005;2025-06;1;CE;Filial Oeste;Atendimento;Analista;CLT;Diurno;5x2;23;182
FUNC0006;2025-01;1;PE;Filial Norte;Backoffice;Especialista;CLT;Noturno;6x1;21;150
FUNC0006;2025-02;1;PE;Filial Norte;Backoffice;Especialista;CLT;Noturno;6x1;21;149
FUNC0006;2025-03;1;PE;Filial Norte;Backoffice;Especialista;CLT;Noturno;6x1;22;160
FUNC0006;2025-04;1;PE;Filial Norte;Backoffice;Especialista;CLT;Noturno;6x1;20;144
FUNC0006;2025-05;1;PE;Filial Norte;Backoffice;Especialista;CLT;Noturno;6x1;22;155
FUNC0006;2025-06;1;PE;Filial Norte;Backoffice;Especialista;CLT;Noturno;6x1;19;134
FUNC0007;2025-01;1;PB;Filial Norte;Operações;Especialista;CLT;Diurno;6x1;23;164
FUNC0007;2025-02;1;PB;Filial Norte;Operações;Especialista;CLT;Diurno;6x1;21;150
FUNC0007;2025-03;1;PB;Filial Norte;Operações;Especialista;CLT;Diurno;6x1;22;157
FUNC0007;2025-04;1;PB;Filial Norte;Operações;Especialista;CLT;Diurno;6x1;19;135
FUNC0007;2025-05;1;PB;Filial Norte;Operações;Especialista;CLT;Diurno;6x1;20;143
FUNC0007;2025-06;1;PB;Filial Norte;Operações;Especialista;CLT;Diurno;6x1;19;133
FUNC0008;2025-01;1;CE;Matriz;Operações;Coordenador;CLT;Noturno;5x2;22;175
FUNC0008;2025-02;1;CE;Matriz;Operações;Coordenador;CLT;Noturno;5x2;22;173
FUNC0008;2025-03;1;CE;Matriz;Operações;Coordenador;CLT;Noturno;5x2;21;168
FUNC0008;2025-04;1;CE;Matriz;Operações;Coordenador;CLT;Noturno;5x2;22;177
FUNC0008;2025-05;1;CE;Matriz;Operações;Coordenador;CLT;Noturno;5x2;22;174
FUNC0008;2025-06;1;CE;Matriz;Operações;Coordenador;CLT;Noturno;5x2;22;176
FUNC0009;2025-01;0;BA;Matriz;Backoffice;Analista;CLT;Noturno;6x1;21;151
FUNC0009;2025-02;0;BA;Matriz;Backoffice;Analista;CLT;Noturno;6x1;20;143
FUNC0009;2025-03;0;BA;Matriz;Backoffice;Analista;CLT;Noturno;6x1;21;148
FUNC0009;2025-04;0;BA;Matriz;Backoffice;Analista;CLT;Noturno;6x1;19;132
FUNC0009;2025-05;0;BA;Matriz;Backoffice;Analista;CLT;Noturno;6x1;19;135
FUNC0009;2025-06;1;BA;Matriz;Backoffice;Analista;CLT;Noturno;6x1;19;134
FUNC0010;2025-01;1;PB;Filial Leste;Backoffice;Especialista;CLT;Noturno;5x2;21;169
FUNC0010;2025-02;1;PB;Filial Leste;Backoffice;Especialista;CLT;Noturno;5x2;23;187
FUNC0010;2025-03;1;PB;Filial Leste;Backoffice;Especialista;CLT;Noturno;5x2;19;148
FUNC0010;2025-04;1;PB;Filial Leste;Backoffice;Especialista;CLT;Noturno;5x2;22;179
FUNC0010;2025-05;1;PB;Filial Leste;Backoffice;Especialista;CLT;Noturno;5x2;19;154
FUNC0010;2025-06;1;PB;Filial Leste;Backoffice;Especialista;CLT;Noturno;5x2;20;160
FUNC0011;2025-01;1;RN;Filial Norte;Backoffice;Analista;CLT;Diurno;5x2;20;158
FUNC0011;2025-02;1;RN;Filial Norte;Backoffice;Analista;CLT;Diurno;5x2;20;156
FUNC0011;2025-03;1;RN;Filial Norte;Backoffice;Analista;CLT;Diurno;5x2;21;167
FUNC0011;2025-04;1;RN;Filial Norte;Backoffice;Analista;CLT;Diurno;5x2;21;168
FUNC0011;2025-05;1;RN;Filial Norte;Backoffice;Analista;CLT;Diurno;5x2;20;161
FUNC0011;2025-06;1;RN;Filial Norte;Backoffice;Analista;CLT;Diurno;5x2;20;161
FUNC0012;2025-01;1;PE;Matriz;Operações;Técnico;CLT;Diurno;12x36;23;176
FUNC0012;2025-02;1;PE;Matriz;Operações;Técnico;CLT;Diurno;12x36;23;182
FUNC0012;2025-03;1;PE;Matriz;Operações;Técnico;CLT;Diurno;12x36;22;180
FUNC0012;2025-04;1;PE;Matriz;Operações;Técnico;CLT;Diurno;12x36;23;184
FUNC0012;2025-05;1;PE;Matriz;Operações;Técnico;CLT;Diurno;12x36;21;183
FUNC0012;2025-06;1;PE;Matriz;Operações;Técnico;CLT;Diurno;12x36;21;177
FUNC0013;2025-01;1;RN;Filial Sul;Operações;Assistente;CLT;Noturno;5x2;22;176
FUNC0013;2025-02;1;RN;Filial Sul;Operações;Assistente;CLT;Noturno;5x2;19;151
FUNC0013;2025-03;1;RN;Filial Sul;Operações;Assistente;CLT;Noturno;5x2;19;149
FUNC0013;2025-04;1;RN;Filial Sul;Operações;Assistente;CLT;Noturno;5x2;22;178
FUNC0013;2025-05;1;RN;Filial Sul;Operações;Assistente;CLT;Noturno;5x2;22;178
FUNC0013;2025-06;0;RN;Filial Sul;Operações;Assistente;CLT;Noturno;5x2;19;151
FUNC0014;2025-01;1;PB;Filial Norte;Engenharia;Técnico;CLT;Diurno;5x2;19;150
FUNC0014;2025-02;1;PB;Filial Norte;Engenharia;Técnico;CLT;Diurno;5x2;20;161
FUNC0014;2025-03;1;PB;Filial Norte;Engenharia;Técnico;CLT;Diurno;5x2;21;167
FUNC0014;2025-04;1;PB;Filial Norte;Engenharia;Técnico;CLT;Diurno;5x2;19;153
FUNC0014;2025-05;1;PB;Filial Norte;Engenharia;Técnico;CLT;Diurno;5x2;19;150
FUNC0014;2025-06;1;PB;Filial Norte;Engenharia;Técnico;CLT;Diurno;5x2;23;184
FUNC0015;2025-01;1;CE;Filial Norte;Backoffice;Coordenador;CLT;Diurno;5x2;22;174
FUNC0015;2025-02;1;CE;Filial Norte;Backoffice;Coordenador;CLT;Diurno;5x2;20;160
FUNC0015;2025-03;1;CE;Filial Norte;Backoffice;Coordenador;CLT;Diurno;5x2;23;181
FUNC0015;2025-04;1;CE;Filial Norte;Backoffice;Coordenador;CLT;Diurno;5x2;19;154
FUNC0015;2025-05;1;CE;Filial Norte;Backoffice;Coordenador;CLT;Diurno;5x2;22;179
FUNC0015;2025-06;1;CE;Filial Norte;Backoffice;Coordenador;CLT;Diurno;5x2;19;151
FUNC0016;2025-01;1;RN;Matriz;Engenharia;Técnico;CLT;Diurno;5x2;22;176
FUNC0016;2025-02;1;RN;Matriz;Engenharia;Técnico;CLT;Diurno;5x2;21;167
FUNC0016;2025-03;1;RN;Matriz;Engenharia;Técnico;CLT;Diurno;5x2;22;175
FUNC0016;2025-04;1;RN;Matriz;Engenharia;Técnico;CLT;Diurno;5x2;23;183
FUNC0016;2025-05;1;RN;Matriz;Engenharia;Técnico;CLT;Diurno;5x2;22;173
FUNC0016;2025-06;1;RN;Matriz;Engenharia;Técnico;CLT;Diurno;5x2;22;176
FUNC0017;2025-01;1;PE;Matriz;Atendimento;Analista;CLT;Noturno;5x2;21;169
FUNC0017;2025-02;1;PE;Matriz;Atendimento;Analista;CLT;Noturno;5x2;19;146
FUNC0017;2025-03;1;PE;Matriz;Atendimento;Analista;CLT;Noturno;5x2;23;182
FUNC0017;2025-04;1;PE;Matriz;Atendimento;Analista;CLT;Noturno;5x2;21;168
FUNC0017;2025-05;1;PE;Matriz;Atendimento;Analista;CLT;Noturno;5x2;20;160
FUNC0017;2025-06;1;PE;Matriz;Atendimento;Analista;CLT;Noturno;5x2;22;174
FUNC0018;2025-01;1;PE;Filial Leste;Engenharia;Especialista;CLT;Noturno;6x1;19;136
FUNC0018;2025-02;1;PE;Filial Leste;Engenharia;Especialista;CLT;Noturno;6x1;19;135
FUNC0018;2025-03;1;PE;Filial Leste;Engenharia;Especialista;CLT;Noturno;6x1;20;147
FUNC0018;2025-04;1;PE;Filial Leste;Engenharia;Especialista;CLT;Noturno;6x1;21;152
FUNC0018;2025-05;1;PE;Filial Leste;Engenharia;Especialista;CLT;Noturno;6x1;20;146
FUNC0018;2025-06;1;PE;Filial Leste;Engenharia;Especialista;CLT;Noturno;6x1;21;150
FUNC0019;2025-01;1;RN;Filial Norte;Backoffice;Assistente;PJ;Diurno;5x2;21;170
FUNC0019;2025-02;1;RN;Filial Norte;Backoffice;Assistente;PJ;Diurno;5x2;20;160
FUNC0019;2025-03;1;RN;Filial Norte;Backoffice;Assistente;PJ;Diurno;5x2;19;150
FUNC0019;2025-04;1;RN;Filial Norte;Backoffice;Assistente;PJ;Diurno;5x2;19;151
FUNC0019;2025-05;1;RN;Filial Norte;Backoffice;Assistente;PJ;Diurno;5x2;19;155
FUNC0019;2025-06;1;RN;Filial Norte;Backoffice;Assistente;PJ;Diurno;5x2;21;170
FUNC0020;2025-01;1;PB;Filial Sul;Backoffice;Coordenador;CLT;Comercial;6x1;19;134
FUNC0020;2025-02;1;PB;Filial Sul;Backoffice;Coordenador;CLT;Comercial;6x1;21;147
FUNC0020;2025-03;1;PB;Filial Sul;Backoffice;Coordenador;CLT;Comercial;6x1;21;149
FUNC0020;2025-04;1;PB;Filial Sul;Backoffice;Coordenador;CLT;Comercial;6x1;19;133
FUNC0020;2025-05;1;PB;Filial Sul;Backoffice;Coordenador;CLT;Comercial;6x1;22;157
FUNC0020;2025-06;1;PB;Filial Sul;Backoffice;Coordenador;CLT;Comercial;6x1;22;155
FUNC0021;2025-01;1;CE;Filial Norte;Backoffice;Coordenador;CLT;Comercial;5x2;22;174
FUNC0021;2025-02;1;CE;Filial Norte;Backoffice;Coordenador;CLT;Comercial;5x2;22;175
FUNC0021;2025-03;1;CE;Filial Norte;Backoffice;Coordenador;CLT;Comercial;5x2;20;160
FUNC0021;2025-04;1;CE;Filial Norte;Backoffice;Coordenador;CLT;Comercial;5x2;20;160
FUNC0021;2025-05;1;CE;Filial Norte;Backoffice;Coordenador;CLT;Comercial;5x2;19;148
FUNC0021;2025-06;1;CE;Filial Norte;Backoffice;Coordenador;CLT;Comercial;5x2;23;184
FUNC0022;2025-01;1;PI;Filial Norte;Backoffice;Assistente;CLT;Diurno;5x2;23;182
FUNC0022;2025-02;1;PI;Filial Norte;Backoffice;Assistente;CLT;Diurno;5x2;23;182
FUNC0022;2025-03;1;PI;Filial Norte;Backoffice;Assistente;CLT;Diurno;5x2;23;183
FUNC0022;2025-04;1;PI;Filial Norte;Backoffice;Assistente;CLT;Diurno;5x2;22;174
FUNC0022;2025-05;1;PI;Filial Norte;Backoffice;Assistente;CLT;Diurno;5x2;23;183
FUNC0022;2025-06;1;PI;Filial Norte;Backoffice;Assistente;CLT;Diurno;5x2;19;156
FUNC0023;2025-01;1;PB;Filial Sul;Operações;Especialista;CLT;Diurno;5x2;22;177
FUNC0023;2025-02;1;PB;Filial Sul;Operações;Especialista;CLT;Diurno;5x2;23;189
FUNC0023;2025-03;1;PB;Filial Sul;Operações;Especialista;CLT;Diurno;5x2;22;176
FUNC0023;2025-04;1;PB;Filial Sul;Operações;Especialista;CLT;Diurno;5x2;19;151
FUNC0023;2025-05;1;PB;Filial Sul;Operações;Especialista;CLT;Diurno;5x2;21;167
FUNC0023;2025-06;1;PB;Filial Sul;Operações;Especialista;CLT;Diurno;5x2;19;148
FUNC0024;2025-01;1;PB;Filial Norte;Comercial;Coordenador;CLT;Noturno;5x2;23;185
FUNC0024;2025-02;1;PB;Filial Norte;Comercial;Coordenador;CLT;Noturno;5x2;21;168
FUNC0024;2025-03;1;PB;Filial Norte;Comercial;Coordenador;CLT;Noturno;5x2;20;158
FUNC0024;2025-04;1;PB;Filial Norte;Comercial;Coordenador;CLT;Noturno;5x2;19;154
FUNC0024;2025-05;1;PB;Filial Norte;Comercial;Coordenador;CLT;Noturno;5x2;19;152
FUNC0024;2025-06;1;PB;Filial Norte;Comercial;Coordenador;CLT;Noturno;5x2;22;177
FUNC0025;2025-01;1;PE;Filial Leste;Operações;Especialista;CLT;Diurno;5x2;21;165
FUNC0025;2025-02;1;PE;Filial Leste;Operações;Especialista;CLT;Diurno;5x2;23;181
FUNC0025;2025-03;1;PE;Filial Leste;Operações;Especialista;CLT;Diurno;5x2;23;183
FUNC0025;2025-04;1;PE;Filial Leste;Operações;Especialista;CLT;Diurno;5x2;22;174
FUNC0025;2025-05;1;PE;Filial Leste;Operações;Especialista;CLT;Diurno;5x2;22;174
FUNC0025;2025-06;1;PE;Filial Leste;Operações;Especialista;CLT;Diurno;5x2;22;175
FUNC0026;2025-01;1;RN;Filial Sul;Backoffice;Coordenador;CLT;Noturno;5x2;22;176
FUNC0026;2025-02;1;RN;Filial Sul;Backoffice;Coordenador;CLT;Noturno;5x2;20;160
FUNC0026;2025-03;1;RN;Filial Sul;Backoffice;Coordenador;CLT;Noturno;5x2;21;167
FUNC0026;2025-04;1;RN;Filial Sul;Backoffice;Coordenador;CLT;Noturno;5x2;20;158
FUNC0026;2025-05;1;RN;Filial Sul;Backoffice;Coordenador;CLT;Noturno;5x2;22;175
FUNC0026;2025-06;1;RN;Filial Sul;Backoffice;Coordenador;CLT;Noturno;5x2;20;161
FUNC0027;2025-01;1;PE;Filial Norte;Atendimento;Especialista;CLT;Diurno;5x2;22;174
FUNC0027;2025-02;1;PE;Filial Norte;Atendimento;Especialista;CLT;Diurno;5x2;20;162
FUNC0027;2025-03;1;PE;Filial Norte;Atendimento;Especialista;CLT;Diurno;5x2;20;158
FUNC0027;2025-04;1;PE;Filial Norte;Atendimento;Especialista;CLT;Diurno;5x2;21;169
FUNC0027;2025-05;1;PE;Filial Norte;Atendimento;Especialista;CLT;Diurno;5x2;19;150
FUNC0027;2025-06;1;PE;Filial Norte;Atendimento;Especialista;CLT;Diurno;5x2;20;157
FUNC0028;2025-01;0;BA;Matriz;Operações;Analista;CLT;Diurno;5x2;22;174
FUNC0028;2025-02;0;BA;Matriz;Operações;Analista;CLT;Diurno;5x2;22;175
FUNC0028;2025-03;0;BA;Matriz;Operações;Analista;CLT;Diurno;5x2;21;167
FUNC0028;2025-04;0;BA;Matriz;Operações;Analista;CLT;Diurno;5x2;21;165
FUNC0028;2025-05;1;BA;Matriz;Operações;Analista;CLT;Diurno;5x2;20;158
FUNC0028;2025-06;1;BA;Matriz;Operações;Analista;CLT;Diurno;5x2;23;185
FUNC0029;2025-01;1;RN;Filial Leste;Backoffice;Coordenador;CLT;Noturno;5x2;22;176
FUNC0029;2025-02;1;RN;Filial Leste;Backoffice;Coordenador;CLT;Noturno;5x2;22;177
FUNC0029;2025-03;1;RN;Filial Leste;Backoffice;Coordenador;CLT;Noturno;5x2;19;151
FUNC0029;2025-04;1;RN;Filial Leste;Backoffice;Coordenador;CLT;Noturno;5x2;19;154
FUNC0029;2025-05;1;RN;Filial Leste;Backoffice;Coordenador;CLT;Noturno;5x2;19;152
FUNC0029;2025-06;1;RN;Filial Leste;Backoffice;Coordenador;CLT;Noturno;5x2;20;155
FUNC0030;2025-01;1;RN;Matriz;Operações;Técnico;CLT;Comercial;5x2;19;151
FUNC0030;2025-02;1;RN;Matriz;Operações;Técnico;CLT;Comercial;5x2;21;165
FUNC0030;2025-03;1;RN;Matriz;Operações;Técnico;CLT;Comercial;5x2;23;186
FUNC0030;2025-04;1;RN;Matriz;Operações;Técnico;CLT;Comercial;5x2;21;167
FUNC0030;2025-05;1;RN;Matriz;Operações;Técnico;CLT;Comercial;5x2;22;177
FUNC0030;2025-06;1;RN;Matriz;Operações;Técnico;CLT;Comercial;5x2;23;185
FUNC0031;2025-01;1;BA;Filial Leste;Operações;Coordenador;CLT;Noturno;5x2;21;168
FUNC0031;2025-02;1;BA;Filial Leste;Operações;Coordenador;CLT;Noturno;5x2;21;168
FUNC0031;2025-03;1;BA;Filial Leste;Operações;Coordenador;CLT;Noturno;5x2;23;179
FUNC0031;2025-04;1;BA;Filial Leste;Operações;Coordenador;CLT;Noturno;5x2;23;182
FUNC0031;2025-05;1;BA;Filial Leste;Operações;Coordenador;CLT;Noturno;5x2;19;151
FUNC0031;2025-06;1;BA;Filial Leste;Operações;Coordenador;CLT;Noturno;5x2;23;184
FUNC0032;2025-01;1;CE;Filial Sul;Comercial;Especialista;CLT;Noturno;6x1;22;161
FUNC0032;2025-02;1;CE;Filial Sul;Comercial;Especialista;CLT;Noturno;6x1;22;157
FUNC0032;2025-03;1;CE;Filial Sul;Comercial;Especialista;CLT;Noturno;6x1;20;144
FUNC0032;2025-04;1;CE;Filial Sul;Comercial;Especialista;CLT;Noturno;6x1;23;157
FUNC0032;2025-05;1;CE;Filial Sul;Comercial;Especialista;CLT;Noturno;6x1;19;137
FUNC0032;2025-06;1;CE;Filial Sul;Comercial;Especialista;CLT;Noturno;6x1;21;149
FUNC0033;2025-01;1;RN;Filial Sul;Atendimento;Assistente;CLT;Diurno;5x2;22;174
FUNC0033;2025-02;1;RN;Filial Sul;Atendimento;Assistente;CLT;Diurno;5x2;23;183
FUNC0033;2025-03;1;RN;Filial Sul;Atendimento;Assistente;CLT;Diurno;5x2;23;184
FUNC0033;2025-04;1;RN;Filial Sul;Atendimento;Assistente;CLT;Diurno;5x2;21;170
FUNC0033;2025-05;1;RN;Filial Sul;Atendimento;Assistente;CLT;Diurno;5x2;19;151
FUNC0033;2025-06;1;RN;Filial Sul;Atendimento;Assistente;CLT;Diurno;5x2;23;187
FUNC0034;2025-01;1;BA;Filial Sul;Comercial;Assistente;CLT;Comercial;12x36;23;178
FUNC0034;2025-02;1;BA;Filial Sul;Comercial;Assistente;CLT;Comercial;12x36;19;181
FUNC0034;2025-03;1;BA;Filial Sul;Comercial;Assistente;CLT;Comercial;12x36;19;177
FUNC0034;2025-04;1;BA;Filial Sul;Comercial;Assistente;CLT;Comercial;12x36;19;180
FUNC0034;2025-05;1;BA;Filial Sul;Comercial;Assistente;CLT;Comercial;12x36;19;180
FUNC0034;2025-06;1;BA;Filial Sul;Comercial;Assistente;CLT;Comercial;12x36;20;178
FUNC0035;2025-01;1;PI;Filial Sul;Backoffice;Especialista;CLT;Comercial;6x1;21;150
FUNC0035;2025-02;1;PI;Filial Sul;Backoffice;Especialista;CLT;Comercial;6x1;21;151
FUNC0035;2025-03;1;PI;Filial Sul;Backoffice;Especialista;CLT;Comercial;6x1;23;166
FUNC0035;2025-04;1;PI;Filial Sul;Backoffice;Especialista;CLT;Comercial;6x1;19;134
FUNC0035;2025-05;1;PI;Filial Sul;Backoffice;Especialista;CLT;Comercial;6x1;21;154
FUNC0035;2025-06;1;PI;Filial Sul;Backoffice;Especialista;CLT;Comercial;6x1;19;142
FUNC0036;2025-01;1;CE;Filial Oeste;Comercial;Analista;CLT;Noturno;12x36;22;181
FUNC0036;2025-02;1;CE;Filial Oeste;Comercial;Analista;CLT;Noturno;12x36;20;178
FUNC0036;2025-03;1;CE;Filial Oeste;Comercial;Analista;CLT;Noturno;12x36;22;182
FUNC0036;2025-04;1;CE;Filial Oeste;Comercial;Analista;CLT;Noturno;12x36;21;179
FUNC0036;2025-05;1;CE;Filial Oeste;Comercial;Analista;CLT;Noturno;12x36;20;180
FUNC0036;2025-06;1;CE;Filial Oeste;Comercial;Analista;CLT;Noturno;12x36;19;178
FUNC0037;2025-01;1;PI;Filial Sul;Operações;Técnico;CLT;Comercial;5x2;22;174
FUNC0037;2025-02;0;PI;Filial Sul;Operações;Técnico;CLT;Comercial;5x2;20;156
FUNC0037;2025-03;0;PI;Filial Sul;Operações;Técnico;CLT;Comercial;5x2;20;158
FUNC0037;2025-04;0;PI;Filial Sul;Operações;Técnico;CLT;Comercial;5x2;19;152
FUNC0037;2025-05;0;PI;Filial Sul;Operações;Técnico;CLT;Comercial;5x2;19;153
FUNC0037;2025-06;0;PI;Filial Sul;Operações;Técnico;CLT;Comercial;5x2;21;170
FUNC0038;2025-01;1;PI;Filial Sul;Atendimento;Coordenador;PJ;Diurno;5x2;20;158
FUNC0038;2025-02;1;PI;Filial Sul;Atendimento;Coordenador;PJ;Diurno;5x2;21;170
FUNC0038;2025-03;1;PI;Filial Sul;Atendimento;Coordenador;PJ;Diurno;5x2;19;152
FUNC0038;2025-04;1;PI;Filial Sul;Atendimento;Coordenador;PJ;Diurno;5x2;23;187
FUNC0038;2025-05;1;PI;Filial Sul;Atendimento;Coordenador;PJ;Diurno;5x2;19;151
FUNC0038;2025-06;1;PI;Filial Sul;Atendimento;Coordenador;PJ;Diurno;5x2;22;179
FUNC0039;2025-01;1;BA;Matriz;Engenharia;Coordenador;CLT;Diurno;5x2;21;167
FUNC0039;2025-02;1;BA;Matriz;Engenharia;Coordenador;CLT;Diurno;5x2;19;153
FUNC0039;2025-03;1;BA;Matriz;Engenharia;Coordenador;CLT;Diurno;5x2;23;184
FUNC0039;2025-04;1;BA;Matriz;Engenharia;Coordenador;CLT;Diurno;5x2;22;173
FUNC0039;2025-05;1;BA;Matriz;Engenharia;Coordenador;CLT;Diurno;5x2;23;182
FUNC0039;2025-06;1;BA;Matriz;Engenharia;Coordenador;CLT;Diurno;5x2;23;184
FUNC0040;2025-01;0;RN;Filial Sul;Comercial;Especialista;CLT;Diurno;6x1;22;160
FUNC0040;2025-02;0;RN;Filial Sul;Comercial;Especialista;CLT;Diurno;6x1;20;145
FUNC0040;2025-03;0;RN;Filial Sul;Comercial;Especialista;CLT;Diurno;6x1;20;143
FUNC0040;2025-04;0;RN;Filial Sul;Comercial;Especialista;CLT;Diurno;6x1;19;137
FUNC0040;2025-05;0;RN;Filial Sul;Comercial;Especialista;CLT;Diurno;6x1;22;155
FUNC0040;2025-06;0;RN;Filial Sul;Comercial;Especialista;CLT;Diurno;6x1;22;153
FUNC0041;2025-01;0;CE;Filial Sul;Comercial;Coordenador;CLT;Noturno;6x1;19;135
FUNC0041;2025-02;0;CE;Filial Sul;Comercial;Coordenador;CLT;Noturno;6x1;19;137
FUNC0041;2025-03;0;CE;Filial Sul;Comercial;Coordenador;CLT;Noturno;6x1;23;166
FUNC0041;2025-04;0;CE;Filial Sul;Comercial;Coordenador;CLT;Noturno;6x1;19;131
FUNC0041;2025-05;0;CE;Filial Sul;Comercial;Coordenador;CLT;Noturno;6x1;23;164
FUNC0041;2025-06;1;CE;Filial Sul;Comercial;Coordenador;CLT;Noturno;6x1;20;142
FUNC0042;2025-01;1;PE;Filial Leste;Operações;Especialista;CLT;Noturno;5x2;21;167
FUNC0042;2025-02;1;PE;Filial Leste;Operações;Especialista;CLT;Noturno;5x2;21;167
FUNC0042;2025-03;1;PE;Filial Leste;Operações;Especialista;CLT;Noturno;5x2;22;174
FUNC0042;2025-04;1;PE;Filial Leste;Operações;Especialista;CLT;Noturno;5x2;20;156
FUNC0042;2025-05;1;PE;Filial Leste;Operações;Especialista;CLT;Noturno;5x2;20;163
FUNC0042;2025-06;1;PE;Filial Leste;Operações;Especialista;CLT;Noturno;5x2;21;166
FUNC0043;2025-01;1;RN;Matriz;Engenharia;Especialista;CLT;Noturno;5x2;20;158
FUNC0043;2025-02;1;RN;Matriz;Engenharia;Especialista;CLT;Noturno;5x2;19;150
FUNC0043;2025-03;1;RN;Matriz;Engenharia;Especialista;CLT;Noturno;5x2;22;173
FUNC0043;2025-04;1;RN;Matriz;Engenharia;Especialista;CLT;Noturno;5x2;23;183
FUNC0043;2025-05;1;RN;Matriz;Engenharia;Especialista;CLT;Noturno;5x2;23;187
FUNC0043;2025-06;1;RN;Matriz;Engenharia;Especialista;CLT;Noturno;5x2;22;176
FUNC0044;2025-01;1;CE;Filial Oeste;Comercial;Especialista;CLT;Diurno;5x2;21;168
FUNC0044;2025-02;1;CE;Filial Oeste;Comercial;Especialista;CLT;Diurno;5x2;20;159
FUNC0044;2025-03;1;CE;Filial Oeste;Comercial;Especialista;CLT;Diurno;5x2;22;175
FUNC0044;2025-04;1;CE;Filial Oeste;Comercial;Especialista;CLT;Diurno;5x2;20;162
FUNC0044;2025-05;1;CE;Filial Oeste;Comercial;Especialista;CLT;Diurno;5x2;23;182
FUNC0044;2025-06;1;CE;Filial Oeste;Comercial;Especialista;CLT;Diurno;5x2;19;152
FUNC0045;2025-01;1;RN;Filial Oeste;Operações;Assistente;CLT;Comercial;5x2;19;151
FUNC0045;2025-02;1;RN;Filial Oeste;Operações;Assistente;CLT;Comercial;5x2;22;177
FUNC0045;2025-03;1;RN;Filial Oeste;Operações;Assistente;CLT;Comercial;5x2;21;168
FUNC0045;2025-04;1;RN;Filial Oeste;Operações;Assistente;CLT;Comercial;5x2;22;176
FUNC0045;2025-05;1;RN;Filial Oeste;Operações;Assistente;CLT;Comercial;5x2;20;159
FUNC0045;2025-06;1;RN;Filial Oeste;Operações;Assistente;CLT;Comercial;5x2;21;167
FUNC0046;2025-01;1;PI;Matriz;Comercial;Coordenador;CLT;Diurno;12x36;20;178
FUNC0046;2025-02;1;PI;Matriz;Comercial;Coordenador;CLT;Diurno;12x36;22;178
